instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,signal_1,signal_2,signal_1_7d,signal_2_7d,signal_3_7d,signal_3_31d
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE,0.5995698924731182,0.47368421052631576,0.43428571428571433,0.3333333333333333,0.6074716792438798,-0.2543211272156699
2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,0,,0,0.05,1,EQ,NSE,NSE,0.47139784946236557,0.0,0.3657142857142857,0.0,1.2571428571428374,-0.2581837964902445
424961,1660,ITC,ITC,0,,0,0.05,1,EQ,NSE,NSE,0.5599999999999999,0.15789473684210525,0.3923809523809524,0.0,-0.2585034013605262,-0.25877144585098333
2672641,10440,LUPIN,LUPIN,0,,0,0.05,1,EQ,NSE,NSE,0.5660215053763441,0.3684210526315789,0.3885714285714285,0.3333333333333333,-0.011519553892453389,-0.26101557206625187
140033,547,BRITANNIA,BRITANNIA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,0.5823655913978494,0.21052631578947367,0.42666666666666664,0.3333333333333333,-0.2882843085137747,-0.26260540721807835
3677697,14366,IDEA,VODAFONE IDEA,0,,0,0.05,1,EQ,NSE,NSE,0.3449462365591398,0.0,0.21333333333333335,0.0,-0.3571428571428545,-0.26827956989246976
177665,694,CIPLA,CIPLA,0,,0,0.05,1,EQ,NSE,NSE,0.5875268817204301,0.3684210526315789,0.4304761904761905,0.3333333333333333,-0.14064396489666117,-0.27061710958913066
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,0,,0,0.05,1,EQ,NSE,NSE,0.5376344086021505,0.05263157894736842,0.4,0.0,0.4692979072121827,-0.2748523154008428
900609,3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,0,,0,0.05,1,EQ,NSE,NSE,0.6038709677419355,0.0,0.47619047619047616,0.6666666666666666,0.5003324813654489,-0.2852339232573574
345089,1348,HEROMOTOCO,HERO MOTOCORP,0,,0,0.05,1,EQ,NSE,NSE,0.5909677419354838,0.3684210526315789,0.4533333333333333,0.3333333333333333,0.19436509246758238,-0.2865617808260833
2067201,8075,DALBHARAT,DALMIA BHARAT,0,,0,0.05,1,EQ,NSE,NSE,0.5832258064516128,0.3684210526315789,0.4,0.3333333333333333,0.26063533378009734,-0.2926934086773246
5436929,21238,AUBANK,AU SMALL FINANCE BANK,0,,0,0.05,1,EQ,NSE,NSE,0.5419354838709678,0.10526315789473684,0.41904761904761906,0.3333333333333333,0.9733003108002654,-0.29406910327092123
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0,,0,0.05,1,EQ,NSE,NSE,0.5608602150537636,0.2631578947368421,0.40761904761904766,0.3333333333333333,0.20359566229339748,-0.29899795357076425
3060993,11957,IDFC,IDFC,0,,0,0.05,1,EQ,NSE,NSE,0.49462365591397844,0.05263157894736842,0.37714285714285717,0.0,1.0347744360902011,-0.3002882627079864
2911489,11373,BIOCON,BIOCON,0,,0,0.05,1,EQ,NSE,NSE,0.5402150537634409,0.10526315789473684,0.37714285714285717,0.0,0.7709026247244763,-0.30456723460033575
5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0,,0,0.05,1,EQ,NSE,NSE,0.5694623655913978,0.21052631578947367,0.4114285714285714,0.3333333333333333,-0.3501351068324321,-0.3047906968328314
6401,25,ADANIENT,ADANI ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE,0.5746236559139785,0.2631578947368421,0.4266666666666667,0.3333333333333333,0.7677481343073548,-0.3159819699605442
4923905,19234,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,NSE,NSE,0.5453763440860215,0.21052631578947367,0.4038095238095238,0.3333333333333333,0.7299282475033191,-0.31806052062881995
1207553,4717,GAIL,GAIL (INDIA),0,,0,0.05,1,EQ,NSE,NSE,0.5694623655913978,0.2631578947368421,0.3961904761904762,0.0,0.1815476190476128,-0.32775202767536027
387841,1515,INDIACEM,THE INDIA CEMENTS,0,,0,0.05,1,EQ,NSE,NSE,0.5513978494623657,0.0,0.4114285714285714,0.6666666666666666,0.745726495726493,-0.3323946178857306
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0,,0,0.05,1,EQ,NSE,NSE,0.5599999999999999,0.2631578947368421,0.4114285714285714,0.3333333333333333,0.6823412698412555,-0.33282150126667
1850625,7229,HCLTECH,HCL TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE,0.567741935483871,0.3157894736842105,0.4114285714285714,0.6666666666666666,-0.25431539888682225,-0.33657917581412145
2952193,11532,ULTRACEMCO,ULTRATECH CEMENT,0,,0,0.05,1,EQ,NSE,NSE,0.5858064516129032,0.0,0.43809523809523804,0.6666666666666666,0.8784917049703749,-0.34439096925230794
1152769,4503,MPHASIS,MPHASIS,0,,0,0.05,1,EQ,NSE,NSE,0.5746236559139786,0.3157894736842105,0.4114285714285714,0.3333333333333333,0.5934723216991344,-0.35257513017449305
502785,1964,TRENT,TRENT,0,,0,0.05,1,EQ,NSE,NSE,0.6004301075268815,0.0,0.34285714285714286,0.0,-0.759897338121362,-0.35881466912764914
3463169,13528,GMRINFRA,GMR AIRPORTS INFRA,0,,0,0.05,1,EQ,NSE,NSE,0.5058064516129033,0.05263157894736842,0.32,0.0,0.6675324675324601,-0.3763742477214978
41729,163,APOLLOTYRE,APOLLO TYRES,0,,0,0.05,1,EQ,NSE,NSE,0.5703225806451612,0.3157894736842105,0.3657142857142857,0.0,0.1532700036536381,-0.3814685400266436
261889,1023,FEDERALBNK,FEDERAL BANK,0,,0,0.05,1,EQ,NSE,NSE,0.5195698924731182,0.05263157894736842,0.31238095238095237,0.0,0.005411255411228539,-0.40104323864371216
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE,0.5944086021505375,0.3684210526315789,0.4228571428571429,0.3333333333333333,-0.642932280651579,-0.4028444294581921
1041153,4067,MARICO,MARICO,0,,0,0.05,1,EQ,NSE,NSE,0.5703225806451614,0.15789473684210525,0.3771428571428571,0.0,0.18219656283565336,-0.4060068038267232
2995969,11703,ALKEM,ALKEM LABORATORIES.,0,,0,0.05,1,EQ,NSE,NSE,0.5772043010752688,0.2631578947368421,0.4038095238095238,0.3333333333333333,-0.0397169569718897,-0.42791540958792024
94977,371,BATAINDIA,BATA INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.5513978494623656,0.15789473684210525,0.3619047619047619,0.0,-0.12190932799450861,-0.4510447837819323
4708097,18391,RBLBANK,RBL BANK,0,,0,0.05,1,EQ,NSE,NSE,0.5556989247311828,0.2631578947368421,0.38476190476190475,0.3333333333333333,0.5355746955746951,-0.4510889028716783
2170625,8479,TVSMOTOR,TVS MOTOR COMPANY ,0,,0,0.05,1,EQ,NSE,NSE,0.595268817204301,0.0,0.42666666666666664,0.6666666666666666,-0.5090996729930439,-0.47722684162031936
969473,3787,WIPRO,WIPRO,0,,0,0.05,1,EQ,NSE,NSE,0.5582795698924731,0.0,0.4114285714285714,0.3333333333333333,0.24607713564821962,-0.49251355449794926
56321,220,IEX,INDIAN ENERGY EXC,0,,0,0.05,1,EQ,NSE,NSE,0.5333333333333333,0.21052631578947367,0.40380952380952373,0.6666666666666666,0.8291005291005107,-0.5135607682336976
878593,3432,TATACONSUM,TATA CONSUMER PRODUCT,0,,0,0.05,1,EQ,NSE,NSE,0.5806451612903226,0.42105263157894735,0.40761904761904766,0.3333333333333333,-0.12193907938397323,-0.5667057834769144
67329,263,ATUL,ATUL,0,,0,0.05,1,EQ,NSE,NSE,0.5608602150537635,0.21052631578947367,0.41904761904761906,0.3333333333333333,-0.05300919154160498,-0.593565253963706
582913,2277,MRF,MRF,0,,0,0.05,1,EQ,NSE,NSE,0.5780645161290321,0.2631578947368421,0.4114285714285714,0.3333333333333333,0.209997054336383,-0.5944653973509247
617473,2412,PEL,PIRAMAL ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE,0.5643010752688171,0.21052631578947367,0.41523809523809524,0.3333333333333333,-0.030297459852877955,-0.6198488518225138
4561409,17818,LTIM,LTIMINDTREE,0,,0,0.05,1,EQ,NSE,NSE,0.5866666666666667,0.3684210526315789,0.41904761904761906,0.3333333333333333,-0.18848556361271168,-0.6350645535906156
4600577,17971,SBICARD,SBI CARDS & PAY SER,0,,0,0.05,1,EQ,NSE,NSE,0.5453763440860215,0.10526315789473684,0.3885714285714286,0.0,-0.5216416236824287,-0.6498574238153718
2983425,11654,LALPATHLAB,DR. LAL PATH LABS.,0,,0,0.05,1,EQ,NSE,NSE,0.5522580645161289,0.15789473684210525,0.36952380952380953,0.0,0.03252836228632529,-0.676338530108898
408065,1594,INFY,INFOSYS,0,,0,0.05,1,EQ,NSE,NSE,0.5815053763440861,0.3157894736842105,0.3923809523809524,0.3333333333333333,-0.4911822671712355,-0.6836259225579403
975873,3812,ZEEL,ZEE ENTERTAINMENT ENT,0,,0,0.05,1,EQ,NSE,NSE,0.5109677419354839,0.0,0.37714285714285717,0.3333333333333333,0.026695526695531387,-0.7074899330031004
3397121,13270,JKCEMENT,JK CEMENT,0,,0,0.05,1,EQ,NSE,NSE,0.5823655913978495,0.2631578947368421,0.4761904761904762,0.6666666666666666,0.7964053223144913,-0.7083338476944162
4583169,17903,ABBOTINDIA,ABBOTT INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.5505376344086023,0.2631578947368421,0.44190476190476197,1.0,0.1624509475252589,-0.7140594669671279
2955009,11543,COFORGE,COFORGE,0,,0,0.05,1,EQ,NSE,NSE,0.5625806451612902,0.3684210526315789,0.4,0.6666666666666666,-0.46257184181710226,-0.7170550395745476
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0,,0,0.05,1,EQ,NSE,NSE,0.526451612903226,0.15789473684210525,0.39999999999999997,0.3333333333333333,0.2498583284245202,-0.856117227419838
579329,2263,BANDHANBNK,BANDHAN BANK,0,,0,0.05,1,EQ,NSE,NSE,0.5152688172043011,0.10526315789473684,0.3771428571428571,0.3333333333333333,0.041835431490609566,-0.9195689851578855
