instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,signal_1d,signal_7d,signal_31d
3924993,15332,NMDC,NMDC.,0,,0,0.05,1,EQ,NSE,NSE,3.129032258064397,0.7103718199608552,0.47017233760494614
758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.938461538461516,0.6417582417582487,0.4049627791563225
1459457,5701,CUB,CITY UNION BANK,0,,0,0.05,1,EQ,NSE,NSE,0.9259259259259616,0.35714285714285987,0.3912783751493478
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE,0.3044806517310807,0.8825817302638402,0.38000931494643575
54273,212,ASHOKLEY,ASHOK LEYLAND,0,,0,0.05,1,EQ,NSE,NSE,4.962962962962997,0.6277056277056416,0.3771121351766576
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0,,0,0.05,1,EQ,NSE,NSE,3.1923076923076774,0.8497354497354449,0.34910394265232936
4488705,17534,MGL,MAHANAGAR GAS.,0,,0,0.05,1,EQ,NSE,NSE,2.0808080808081244,-0.038256658595648495,0.3436185133239883
5181953,20242,OBEROIRLTY,OBEROI REALTY,0,,0,0.05,1,EQ,NSE,NSE,2.8666666666666867,0.33292978208232604,0.3427419354838682
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE,-1.2030075187970106,0.46462585034013815,0.34111400520937896
112129,438,BHEL,BHEL,0,,0,0.05,1,EQ,NSE,NSE,1.158536585365862,0.5801393728222904,0.33949645948071744
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,2.709459459459484,0.07838827838828717,0.31638473642800985
1793,7,AARTIIND,AARTI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-1.03370786516856,-0.12065637065637762,0.29902288850220565
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE,4.223194748358879,0.6850578305720582,0.29314604362250246
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0,,0,0.05,1,EQ,NSE,NSE,-0.29999999999998705,0.6986301369862955,0.29068100358422455
589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE,-1.4932885906040174,0.649515738498783,0.2791487689154652
779521,3045,SBIN,STATE BANK OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,-1.7482993197278898,0.980563654033026,0.2755639890364628
2815745,10999,MARUTI,MARUTI SUZUKI INDIA.,0,,0,0.05,1,EQ,NSE,NSE,-1.8139397519197114,-0.050386359282195516,0.25880164273931183
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE,0.8582677165354549,0.5607424071991126,0.25518051698355604
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,,0,0.05,1,EQ,NSE,NSE,2.0344827586206584,0.18131868131867926,0.2551695616211734
245249,958,ESCORTS,ESCORTS KUBOTA,0,,0,0.05,1,EQ,NSE,NSE,2.445475638051036,0.5570921086018766,0.2545469418918562
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0,,0,0.05,1,EQ,NSE,NSE,2.3775933609958613,0.6932424422050997,0.25099425541317355
1215745,4749,CONCOR,CONTAINER CORP OF IND,0,,0,0.05,1,EQ,NSE,NSE,4.5212355212355,1.1538885824600091,0.24737327188940125
486657,1901,CUMMINSIND,CUMMINS INDIA,0,,0,0.05,1,EQ,NSE,NSE,-0.23737373737370848,0.34175309468050646,0.2414863859162892
7458561,29135,INDUSTOWER,INDUS TOWERS,0,,0,0.05,1,EQ,NSE,NSE,0.15909090909092036,0.1505102040816176,0.22641739980449554
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0,,0,0.05,1,EQ,NSE,NSE,1.405797101449321,0.5838509316770198,0.21893667861410543
877057,3426,TATAPOWER,TATA POWER CO,0,,0,0.05,1,EQ,NSE,NSE,1.5106382978722948,0.019047619047603524,0.21641089884121367
3060993,11957,IDFC,IDFC,0,,0,0.05,1,EQ,NSE,NSE,1.565217391304337,0.3869047619047755,0.2163187855787462
806401,3150,SIEMENS,SIEMENS,0,,0,0.05,1,EQ,NSE,NSE,0.8508771929826473,0.3853179389970853,0.21313848798805832
