instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,signal_1d,signal_7d,signal_31d
1270529,4963,ICICIBANK,ICICI BANK.,0,,0,0.05,1,EQ,NSE,NSE,-0.14084507042279334,0.8004926108374221,0.3290610599078188
341249,1333,HDFCBANK,HDFC BANK,0,,0,0.05,1,EQ,NSE,NSE,-1.2232142857142247,0.2665178571428482,0.2835685483871052
1459457,5701,CUB,CITY UNION BANK,0,,0,0.05,1,EQ,NSE,NSE,2.4117647058823355,1.0547112462006067,0.27659574468085363
784129,3063,VEDL,VEDANTA,0,,0,0.05,1,EQ,NSE,NSE,2.7452830188679105,1.1465838509316584,0.2608695652173891
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,,0,0.05,1,EQ,NSE,NSE,2.3333333333333717,0.24489795918366597,0.24435483870967684
2815745,10999,MARUTI,MARUTI SUZUKI INDIA.,0,,0,0.05,1,EQ,NSE,NSE,-5.069029850746178,-0.08597338358262353,0.23922683608878922
2674433,10447,MCDOWELL-N,UNITED SPIRITS,0,,0,0.05,1,EQ,NSE,NSE,4.750000000000028,0.3178571428571319,0.22247983870967494
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE,-0.9395604395604189,0.3460514640638876,0.21451612903225856
7458561,29135,INDUSTOWER,INDUS TOWERS,0,,0,0.05,1,EQ,NSE,NSE,0.18269230769233885,0.0746753246753306,0.21004398826979565
1793,7,AARTIIND,AARTI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,4.840764331210135,0.6559461480927384,0.2055396047964812
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-0.5595238095237757,1.00835421888053,0.18222976796830925
806401,3150,SIEMENS,SIEMENS,0,,0,0.05,1,EQ,NSE,NSE,-1.5131761442441158,0.0014094432699228007,0.18051848165407572
5181953,20242,OBEROIRLTY,OBEROI REALTY,0,,0,0.05,1,EQ,NSE,NSE,-1.98684210526323,0.10594315245477545,0.17284897092646176
4592385,17939,HINDCOPPER,HINDUSTAN COPPER,0,,0,0.05,1,EQ,NSE,NSE,0.06521739130438792,0.48092744951384725,0.1700726228677605
5552641,21690,DIXON,DIXON TECHNO (INDIA),0,,0,0.05,1,EQ,NSE,NSE,3.039285714285696,0.053381555153698676,0.16839627529645088
871681,3405,TATACHEM,TATA CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE,1.9459459459459796,0.4657335907335791,0.16371286497513443
2939649,11483,LT,LARSEN & TOUBRO.,0,,0,0.05,1,EQ,NSE,NSE,-1.7116883116883965,-0.48624461385481216,0.15811902284327428
758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,-0.17857142857144848,0.5158730158730059,0.1488172043010668
189185,739,COROMANDEL,COROMANDEL INTERNTL.,0,,0,0.05,1,EQ,NSE,NSE,4.816091954023048,0.45871559633026626,0.13718807060255314
103425,404,BERGEPAINT,BERGER PAINTS (I),0,,0,0.05,1,EQ,NSE,NSE,1.3191489361702098,-0.12296564195296493,0.12618595825426604
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0,,0,0.05,1,EQ,NSE,NSE,2.3106060606060925,-0.1489361702128051,0.12478227548247155
3520257,13751,NAUKRI,INFO EDGE (I),0,,0,0.05,1,EQ,NSE,NSE,-3.535771065182903,0.29170120659481036,0.12440465048563587
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE,1.4658634538152553,0.1526418786692824,0.1231339880210391
3329,13,ABB,ABB INDIA,0,,0,0.05,1,EQ,NSE,NSE,1.6507276507277069,-0.14150362987572476,0.11048791333171384
2865921,11195,INDIGO,INTERGLOBE AVIATION,0,,0,0.05,1,EQ,NSE,NSE,2.389878163074039,0.1986879100281194,0.10973095971087993
54273,212,ASHOKLEY,ASHOK LEYLAND,0,,0,0.05,1,EQ,NSE,NSE,1.0333333333332646,0.7551020408163366,0.10879190385831893
2905857,11351,PETRONET,PETRONET LNG,0,,0,0.05,1,EQ,NSE,NSE,4.430769230769202,1.261538461538461,0.10612435717624413
589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE,0.29999999999999133,0.3827188940092189,0.1059750733137801
877057,3426,TATAPOWER,TATA POWER CO,0,,0,0.05,1,EQ,NSE,NSE,0.3695652173913218,0.5605786618444928,0.10415236787920376
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE,-0.34782608695650796,0.03413865546218743,0.1039764658145726
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0,,0,0.05,1,EQ,NSE,NSE,-4.153846153846086,0.47097744360901833,0.10032846357485802
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE,-4.6400000000000095,-0.36879432624113834,0.09989594172737119
4923905,19234,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,NSE,NSE,1.5833333333333515,0.819168173598551,0.09779501837484932
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE,-1.451923076923077,0.48137670909948127,0.09533695305014159
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-1.788888888888828,-0.27688913403201465,0.08883311389071462
486657,1901,CUMMINSIND,CUMMINS INDIA,0,,0,0.05,1,EQ,NSE,NSE,1.6511363636363345,-0.03568587339470984,0.08730464238971349
348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,0,,0,0.05,1,EQ,NSE,NSE,2.0588235294116117,0.2846068660022082,0.08552138034507299
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0,,0,0.05,1,EQ,NSE,NSE,1.9836065573770478,0.736507936507931,0.07741935483870928
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,0,,0,0.05,1,EQ,NSE,NSE,5.26356589147284,0.09482758620689491,0.07544365766238471
952577,3721,TATACOMM,TATA COMMUNICATIONS,0,,0,0.05,1,EQ,NSE,NSE,-3.196721311475408,-0.30336134453784747,0.07528383492520999
1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,0,,0,0.05,1,EQ,NSE,NSE,-2.0450450450450854,0.13581037796285061,0.06853165573551297
81153,317,BAJFINANCE,BAJAJ FINANCE,0,,0,0.05,1,EQ,NSE,NSE,-0.23429951690805656,-0.28439695550350264,0.06392595471491842
2730497,10666,PNB,PUNJAB NATIONAL BANK,0,,0,0.05,1,EQ,NSE,NSE,3.05000000000004,0.6279761904761872,0.06338426711940898
2883073,11262,IGL,INDRAPRASTHA GAS,0,,0,0.05,1,EQ,NSE,NSE,-0.14999999999999147,0.6911764705882378,0.06122945830797229
837889,3273,SRF,SRF,0,,0,0.05,1,EQ,NSE,NSE,2.2642998027614265,-0.06818822203437046,0.06008064516128776
418049,1633,IPCALAB,IPCA LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE,-0.2653061224489481,0.3535832937826347,0.05756622082349789
85761,335,BALKRISIND,BALKRISHNA IND.,0,,0,0.05,1,EQ,NSE,NSE,-0.9976133651551227,0.5503315250150647,0.05647335014346615
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,0,,0,0.05,1,EQ,NSE,NSE,-1.6800000000000186,0.43037974683545244,0.05594120049000012
951809,3718,VOLTAS,VOLTAS,0,,0,0.05,1,EQ,NSE,NSE,1.6502242152466724,0.247404224847836,0.05072252225952563
2953217,11536,TCS,TATA CONSULTANCY SERV LT,0,,0,0.05,1,EQ,NSE,NSE,1.851851851851793,0.6654981010809138,0.04886440475717234
1207553,4717,GAIL,GAIL (INDIA),0,,0,0.05,1,EQ,NSE,NSE,-1.7083333333331698,0.9700996677741219,0.04677419354839086
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,0,,0,0.05,1,EQ,NSE,NSE,-1.066395663956659,-0.6977910678113289,0.043755318325978385
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,0,,0,0.05,1,EQ,NSE,NSE,3.1578947368420223,-0.10924369747901581,0.042338709677422
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0,,0,0.05,1,EQ,NSE,NSE,1.2857142857143147,1.3011583011583545,0.03782991202346498
245249,958,ESCORTS,ESCORTS KUBOTA,0,,0,0.05,1,EQ,NSE,NSE,-0.676923076923091,0.39995912528100525,0.037081700331628574
779521,3045,SBIN,STATE BANK OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,4.049180327868995,0.6428571428571372,0.03670177748517719
3924993,15332,NMDC,NMDC.,0,,0,0.05,1,EQ,NSE,NSE,4.488888888888889,1.4468085106382955,0.031164570803717612
70401,275,AUROPHARMA,AUROBINDO PHARMA,0,,0,0.05,1,EQ,NSE,NSE,-3.580357142857233,-0.17663043478261659,0.02944770283479818
112129,438,BHEL,BHEL,0,,0,0.05,1,EQ,NSE,NSE,1.219512195121962,0.1811846689895403,0.02776793099373554
1510401,5900,AXISBANK,AXIS BANK,0,,0,0.05,1,EQ,NSE,NSE,-0.24285714285718196,0.14646869983948108,0.026096411743381103
3431425,13404,SUNTV,SUN TV NETWORK,0,,0,0.05,1,EQ,NSE,NSE,4.852112676056426,0.06539235412475375,0.023719165085386643
108033,422,BHARATFORG,BHARAT FORGE,0,,0,0.05,1,EQ,NSE,NSE,3.8357142857142392,0.396997929606626,0.02305502846300456
2977281,11630,NTPC,NTPC,0,,0,0.05,1,EQ,NSE,NSE,-1.079999999999972,0.5629251700680392,0.01963534361851535
98049,383,BEL,BHARAT ELECTRONICS,0,,0,0.05,1,EQ,NSE,NSE,-0.23076923076918232,0.36077481840193576,0.01588089330024925
4278529,16713,UBL,UNITED BREWERIES,0,,0,0.05,1,EQ,NSE,NSE,2.0729166666666474,0.24525474525474272,0.014201072133923338
2763265,10794,CANBK,CANARA BANK,0,,0,0.05,1,EQ,NSE,NSE,0.8085106382979995,0.4184873949580082,0.010533245556294734
2455041,9590,POLYCAB,POLYCAB INDIA,0,,0,0.05,1,EQ,NSE,NSE,-0.7444219066936273,-0.08811685209199574,0.009956383027917794
3689729,14413,PAGEIND,PAGE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,2.5589575619482074,0.760621880120415,0.006928668786925508
3400961,13285,M&MFIN,M&M FIN. SERVICES,0,,0,0.05,1,EQ,NSE,NSE,-0.44999999999998863,0.49624060150375915,0.005784204671860251
6191105,24184,PIIND,PI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,0.25718608169435997,-0.1556082734079673,0.0049215728945189476
1346049,5258,INDUSINDBK,INDUSIND BANK,0,,0,0.05,1,EQ,NSE,NSE,-2.613445378151333,-0.2634730538922125,0.004539308479819116
2029825,7929,ZYDUSLIFE,ZYDUS LIFESCIENCES,0,,0,0.05,1,EQ,NSE,NSE,-0.5820895522387817,-0.37633262260127637,-0.00034686090877529823
3484417,13611,IRCTC,INDIAN RAIL TOUR CORP,0,,0,0.05,1,EQ,NSE,NSE,1.7471264367815522,0.4736507936507922,-0.0012494320763288816
895745,3499,TATASTEEL,TATA STEEL,0,,0,0.05,1,EQ,NSE,NSE,-1.3103448275862797,-0.5378151260504269,-0.002805049088359451
519937,2031,M&M,MAHINDRA & MAHINDRA,0,,0,0.05,1,EQ,NSE,NSE,-2.057522123893896,0.7254972875226006,-0.00570550800965711
119553,467,HDFCLIFE,HDFC LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE,-4.191176470588231,-0.5324675324675161,-0.007413344019227759
548353,2142,MFSL,MAX FINANCIAL SERV,0,,0,0.05,1,EQ,NSE,NSE,0.9426229508196866,-0.04070004070004347,-0.008334619540052633
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0,,0,0.05,1,EQ,NSE,NSE,1.9090909090909147,0.4920634920634899,-0.008960573476705258
4268801,16675,BAJAJFINSV,BAJAJ FINSERV.,0,,0,0.05,1,EQ,NSE,NSE,-2.1923076923076925,0.10283490828236473,-0.009109627503597836
857857,3351,SUNPHARMA,SUN PHARMACEUTICAL IND L,0,,0,0.05,1,EQ,NSE,NSE,0.35111111111111437,0.1326124075128204,-0.011553970223313831
3876097,15141,COLPAL,COLGATE PALMOLIVE.,0,,0,0.05,1,EQ,NSE,NSE,1.8056994818652823,-0.27336352408398795,-0.011713302965515569
315393,1232,GRASIM,GRASIM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-0.8195121951218274,-0.3013392857142648,-0.012096774193550213
3001089,11723,JSWSTEEL,JSW STEEL,0,,0,0.05,1,EQ,NSE,NSE,0.6019417475727784,-0.23784194528875927,-0.013390139987832545
232961,910,EICHERMOT,EICHER MOTORS,0,,0,0.05,1,EQ,NSE,NSE,1.898437500000056,0.6028627561043939,-0.015308633872606957
3930881,15355,RECLTD,REC,0,,0,0.05,1,EQ,NSE,NSE,1.1219512195121946,-0.4394673123486563,-0.017046944662996267
4576001,17875,GODREJPROP,GODREJ PROPERTIES,0,,0,0.05,1,EQ,NSE,NSE,-3.9879032258064804,0.2213964583906713,-0.018024737398223037
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,0,,0,0.05,1,EQ,NSE,NSE,2.58333333333323,0.6436597110754404,-0.01836414159719212
4488705,17534,MGL,MAHANAGAR GAS.,0,,0,0.05,1,EQ,NSE,NSE,-0.5504201680672295,0.4432104997476111,-0.021751920523120655
415745,1624,IOC,INDIAN OIL CORP,0,,0,0.05,1,EQ,NSE,NSE,3.319999999999959,0.34013605442174943,-0.022147327876747034
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE,2.3302845528455105,0.6225319396051139,-0.022953836715914607
4752385,18564,LTTS,L&T TECHNOLOGY SER..,0,,0,0.05,1,EQ,NSE,NSE,0.31492842535790533,-0.021235521235525974,-0.022997936984248596
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0,,0,0.05,1,EQ,NSE,NSE,0.8554216867469548,0.08695652173911668,-0.024137153169410314
2513665,9819,HAVELLS,HAVELLS INDIA,0,,0,0.05,1,EQ,NSE,NSE,-2.8467741935483075,-0.19839962344081505,-0.024565185075071258
1041153,4067,MARICO,MARICO,0,,0,0.05,1,EQ,NSE,NSE,1.0175438596491273,0.05428571428571687,-0.026881720430103194
2889473,11287,UPL,UPL,0,,0,0.05,1,EQ,NSE,NSE,5.047619047619093,0.45783132530120857,-0.027205596579863527
2748929,10738,OFSS,ORACLE FIN SERV SOFT.,0,,0,0.05,1,EQ,NSE,NSE,-2.651785714285742,-1.0667276811714876,-0.03429073856975594
