instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,signal_1d,signal_7d,signal_31d
1459457,5701,CUB,CITY UNION BANK,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.05026455026454823,0.4056152927120726
3924993,15332,NMDC,NMDC.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.35969387755100557,0.3968183826778589
779521,3045,SBIN,STATE BANK OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.7512147716229435,0.38604258907863603
54273,212,ASHOKLEY,ASHOK LEYLAND,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.7551020408163343,0.38446346280448057
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.8052910052909983,0.3765830346475485
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.4990662931839302,0.35852835757958335
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.6444201312910242,0.34407425707630246
3930881,15355,RECLTD,REC,0,,0,0.05,1,EQ,NSE,NSE,0.0,1.75530410183875,0.3361210673038612
3660545,14299,PFC,POWER FIN CORP.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.6240601503759432,0.33064516129032184
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.064935064935054,0.3210070810385535
758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.432967032967038,0.30967741935483517
589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.22910690380571216,0.30921699093180705
1793,7,AARTIIND,AARTI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.10194500335345157,0.3089278543702297
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.10544217687074497,0.3066519735523963
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.7045009784735786,0.30394265232974627
245249,958,ESCORTS,ESCORTS KUBOTA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.6481173864894709,0.3029476726747213
877057,3426,TATAPOWER,TATA POWER CO,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.36054421768706185,0.3026767330130389
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.34508348794063565,0.2989844683393137
4278529,16713,UBL,UNITED BREWERIES,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.6647352647352589,0.29546582449808206
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.3514465597361605,0.2845005585079349
112129,438,BHEL,BHEL,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.2548262548262533,0.2714327230456231
4488705,17534,MGL,MAHANAGAR GAS.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.2827763496143989,0.2706692097188843
4923905,19234,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.37653736991485237,0.266843609636587
806401,3150,SIEMENS,SIEMENS,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.22153209109729843,0.2635087243059039
98049,383,BEL,BHARAT ELECTRONICS,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.15625000000003092,0.2623089983022005
2730497,10666,PNB,PUNJAB NATIONAL BANK,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.5885714285714164,0.25470430107526404
5181953,20242,OBEROIRLTY,OBEROI REALTY,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.2965250965251038,0.2541689447785658
486657,1901,CUMMINSIND,CUMMINS INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.46960486322189837,0.24772243180126965
3431425,13404,SUNTV,SUN TV NETWORK,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.8297142857142799,0.23640330372448198
7458561,29135,INDUSTOWER,INDUS TOWERS,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.38173302107729296,0.2358260019550334
2455041,9590,POLYCAB,POLYCAB INDIA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.6747899159664065,0.23497680440177712
6386689,24948,L&TFH,L&T FINANCE HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.19285714285713393,0.22162485065711002
1270529,4963,ICICIBANK,ICICI BANK.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.5268210050818509,0.21611628203493258
3756033,14672,NAVINFLUOR,NAVIN FLUORINE INT.,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.20518653321200958,0.21444892473118465
3060993,11957,IDFC,IDFC,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.03571428571428517,0.21252371916508428
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.2758620689655388,0.21215880893300057
1215745,4749,CONCOR,CONTAINER CORP OF IND,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.38819875776397883,0.20645161290322475
3520257,13751,NAUKRI,INFO EDGE (I),0,,0,0.05,1,EQ,NSE,NSE,0.0,0.42417582417583094,0.1973960608140405
2977281,11630,NTPC,NTPC,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.7817460317460725,0.19354838709677877
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.3023117960877246,0.1871409633230262
2815745,10999,MARUTI,MARUTI SUZUKI INDIA.,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.2827766779487796,0.1864930323984756
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.11067323481116674,0.1857312487631077
70401,275,AUROPHARMA,AUROBINDO PHARMA,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.7946877243359599,0.18493401759530623
232961,910,EICHERMOT,EICHER MOTORS,0,,0,0.05,1,EQ,NSE,NSE,0.0,0.16626005240806277,0.183129327601483
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,0,,0,0.05,1,EQ,NSE,NSE,0.0,-0.5997638724911234,0.1819204801200314
