instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,signal_1d,signal_7d,signal_31d
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0,,0,0.05,1,EQ,NSE,NSE,2.6734693877550493,0.4058441558441522,0.3799283154121901
245249,958,ESCORTS,ESCORTS KUBOTA,0,,0,0.05,1,EQ,NSE,NSE,-2.573033707865178,0.2419633056296012,0.3224443050745761
3924993,15332,NMDC,NMDC.,0,,0,0.05,1,EQ,NSE,NSE,-1.8659793814433387,-0.14285714285714282,0.31493182573993456
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-1.0631578947368205,-0.29285714285713965,0.26671911880409244
54273,212,ASHOKLEY,ASHOK LEYLAND,0,,0,0.05,1,EQ,NSE,NSE,-4.058823529411776,-0.1296296296296295,0.2389486260454007
2800641,10940,DIVISLAB,DIVI S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE,-1.989041095890396,-0.7084377610693317,0.22502999929413348
4278529,16713,UBL,UNITED BREWERIES,0,,0,0.05,1,EQ,NSE,NSE,1.3222222222222153,-0.5956989247311784,0.22413715316941127
806401,3150,SIEMENS,SIEMENS,0,,0,0.05,1,EQ,NSE,NSE,-0.7993243243243443,0.2002597402597365,0.21898826979472344
1459457,5701,CUB,CITY UNION BANK,0,,0,0.05,1,EQ,NSE,NSE,-6.529411764705938,-1.1142857142857039,0.20370370370370888
1270529,4963,ICICIBANK,ICICI BANK.,0,,0,0.05,1,EQ,NSE,NSE,-2.4741379310346043,0.4193918531267835,0.1929108759403247
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0,,0,0.05,1,EQ,NSE,NSE,-1.792207792207787,-0.5732838589981412,0.1921146953404998
3930881,15355,RECLTD,REC,0,,0,0.05,1,EQ,NSE,NSE,-2.1764705882352833,0.6785714285714236,0.18535586277521737
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0,,0,0.05,1,EQ,NSE,NSE,-1.9590163934426317,-0.8515185601799827,0.18446833930704531
1793,7,AARTIIND,AARTI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-5.222222222222277,-0.5432595573440745,0.18417882478918096
2455041,9590,POLYCAB,POLYCAB INDIA,0,,0,0.05,1,EQ,NSE,NSE,-3.4993252361672402,0.22790556900729855,0.18217406716706477
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,,0,0.05,1,EQ,NSE,NSE,-2.6666666666666847,-0.5918367346938987,0.17411083540115554
315393,1232,GRASIM,GRASIM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE,-4.695121951219406,0.021208483393394477,0.16931801443513475
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE,-2.7707006369428533,0.4174133558748898,0.16835273907234063
70401,275,AUROPHARMA,AUROBINDO PHARMA,0,,0,0.05,1,EQ,NSE,NSE,-2.1743589743589666,-0.03369963369962633,0.16608767576509453
232961,910,EICHERMOT,EICHER MOTORS,0,,0,0.05,1,EQ,NSE,NSE,0.20888888888884055,0.019517484413126895,0.16377955969068078
3660545,14299,PFC,POWER FIN CORP.,0,,0,0.05,1,EQ,NSE,NSE,-2.9292035398230345,0.29695024077046966,0.15313519391083774
784129,3063,VEDL,VEDANTA,0,,0,0.05,1,EQ,NSE,NSE,-5.604166666666652,-0.4877344877344852,0.14967195188627241
